sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns
1778,3c58ec96,3ec00000,ba83126f,3ed4fdf4,3ed53e70,416,143500
1779,3c58ec96,3ec00000,00000000,3ed4fdf4,3ed526d8,416,144375
1780,3c594079,3ec00000,ba83126f,3ed4fdf4,3ed541d9,417,143500
1781,3c59945b,3ec00000,ba83126f,3ed58106,3ed5525d,417,144083
1782,3c59945b,3ec00000,00000000,3ed58106,3ed53ac5,416,143792
1783,3c59e83e,3ec00000,ba83126f,3ed4fdf4,3ed548aa,417,176458
1784,3c5a3c21,3ec00000,ba83126f,3ed58106,3ed5592e,417,166250
1785,3c5a9004,3ec00000,ba83126f,3ed58106,3ed55c96,417,144083
1786,3c5a9004,3ec00000,00000000,3ed58106,3ed544fe,417,143500
1787,3c5ae3e7,3ec00000,ba83126f,3ed58106,3ed55fff,417,144667
1788,3c5ae3e7,3ec00000,00000000,3ed58106,3ed54867,417,144375
1789,3c5b37ca,3ec00000,ba83126f,3ed58106,3ed56367,417,144375
1790,3c5b37ca,3ec00000,00000000,3ed58106,3ed54bcf,417,144375
1791,3c5b8bac,3ec00000,ba83126f,3ed58106,3ed566d0,417,145250
1792,3c5b8bac,3ec00000,00000000,3ed58106,3ed54f38,417,143792
1793,3c5bdf8f,3ec00000,ba83126f,3ed58106,3ed56a38,417,143208
1794,3c5c3372,3ec00000,ba83126f,3ed58106,3ed56da1,417,144959
1795,3c5c3372,3ec00000,00000000,3ed58106,3ed55609,417,143792
1796,3c5c8755,3ec00000,ba83126f,3ed58106,3ed57109,417,144375
1797,3c5c8755,3ec00000,00000000,3ed58106,3ed55971,417,143792
1798,3c5cdb38,3ec00000,ba83126f,3ed58106,3ed57471,417,144375
1799,3c5cdb38,3ec00000,00000000,3ed58106,3ed55cd9,417,144667
1800,3c5d2f1b,3ec00000,ba83126f,3ed58106,3ed577da,417,143208
