workload,variant,commit,batch,run,write_ns,read_ns,sync_ns,dirty_sync_ns,clean_sync_ns,unmount_ns
sequential,implementation,67249506b,5,1,6818808,9083983,23945,,,
sequential,implementation,67249506b,5,2,7262255,7837163,18112,,,
sequential,implementation,67249506b,5,3,7456334,7607480,20110,,,
sequential,implementation,67249506b,5,4,6983056,7153198,19807,,,
sequential,implementation,67249506b,5,5,6329313,6630553,21729,,,
sequential,implementation,67249506b,5,6,6445247,7069778,18903,,,
sequential,implementation,67249506b,5,7,6649036,6849782,18611,,,
sequential,implementation,67249506b,5,8,6417648,6462622,18872,,,
sequential,implementation,67249506b,5,9,6407841,6265939,17836,,,
sequential,implementation,67249506b,5,10,6415217,6227613,18005,,,
sequential,implementation,67249506b,5,11,6421919,6954677,19170,,,
sequential,implementation,67249506b,5,12,6371762,6456364,17675,,,
sequential,implementation,67249506b,5,13,6389578,7151388,18708,,,
sequential,implementation,67249506b,5,14,6987607,7431639,19034,,,
sequential,implementation,67249506b,5,15,6866284,7846497,18280,,,
sequential,implementation,67249506b,5,16,7252178,7398958,19306,,,
sequential,implementation,67249506b,5,17,6897238,6563746,18797,,,
sequential,implementation,67249506b,5,18,6456725,6975938,38792,,,
sequential,implementation,67249506b,5,19,6365551,6540534,19986,,,
sequential,implementation,67249506b,6,0,6418523,6238236,18427,,,
sequential,implementation,67249506b,6,1,6356712,6409652,18206,,,
sequential,implementation,67249506b,6,2,6318304,6495978,18585,,,
sequential,implementation,67249506b,6,3,6477126,6949819,18803,,,
sequential,implementation,67249506b,6,4,6678212,7248562,18315,,,
sequential,implementation,67249506b,6,5,6393587,6426077,17860,,,
sequential,implementation,67249506b,6,6,6446163,6381577,19396,,,
sequential,implementation,67249506b,6,7,6609271,6575437,18915,,,
sequential,implementation,67249506b,6,8,6362990,6254394,17819,,,
sequential,implementation,67249506b,6,9,6307895,6282995,18100,,,
sequential,implementation,67249506b,6,10,6343976,6272612,17999,,,
sequential,implementation,67249506b,6,11,6298001,6552623,17870,,,
sequential,implementation,67249506b,6,12,6313054,6820653,18986,,,
sequential,implementation,67249506b,6,13,6420758,7032945,19035,,,
sequential,implementation,67249506b,6,14,6345010,6471511,17873,,,
sequential,implementation,67249506b,6,15,6366068,6252820,16753,,,
sequential,implementation,67249506b,6,16,6426214,6194240,18041,,,
sequential,implementation,67249506b,6,17,6360677,6363634,19361,,,
sequential,implementation,67249506b,6,18,6445168,6369749,19683,,,
sequential,implementation,67249506b,6,19,6303859,6343196,17541,,,
sequential,implementation,67249506b,7,0,7034153,8643214,19889,,,
sequential,implementation,67249506b,7,1,7160111,7823389,19628,,,
sequential,implementation,67249506b,7,2,6890034,6763982,18269,,,
sequential,implementation,67249506b,7,3,6619116,6953210,18910,,,
