policy,step,elapsed_ms,setpoint_milli_c,measured_milli_c,actuator_permille,error_milli_c
manual-fixed,1189,119000,65000,53599,500,11401
manual-fixed,1190,119100,65000,53604,500,11396
manual-fixed,1191,119200,65000,53610,500,11390
manual-fixed,1192,119300,65000,53616,500,11384
manual-fixed,1193,119400,65000,53621,500,11379
manual-fixed,1194,119500,65000,53627,500,11373
manual-fixed,1195,119600,65000,53632,500,11368
manual-fixed,1196,119700,65000,53638,500,11362
manual-fixed,1197,119800,65000,53643,500,11357
manual-fixed,1198,119900,65000,53648,500,11352
manual-fixed,1199,120000,65000,53654,500,11346
manual-fixed,1200,120100,50000,53659,500,-3659
manual-fixed,1201,120200,50000,53665,500,-3665
manual-fixed,1202,120300,50000,53670,500,-3670
manual-fixed,1203,120400,50000,53675,500,-3675
manual-fixed,1204,120500,50000,53681,500,-3681
manual-fixed,1205,120600,50000,53686,500,-3686
manual-fixed,1206,120700,50000,53691,500,-3691
manual-fixed,1207,120800,50000,53696,500,-3696
manual-fixed,1208,120900,50000,53702,500,-3702
manual-fixed,1209,121000,50000,53707,500,-3707
manual-fixed,1210,121100,50000,53712,500,-3712
manual-fixed,1211,121200,50000,53717,500,-3717
manual-fixed,1212,121300,50000,53722,500,-3722
manual-fixed,1213,121400,50000,53727,500,-3727
manual-fixed,1214,121500,50000,53732,500,-3732
manual-fixed,1215,121600,50000,53738,500,-3738
manual-fixed,1216,121700,50000,53743,500,-3743
manual-fixed,1217,121800,50000,53748,500,-3748
manual-fixed,1218,121900,50000,53753,500,-3753
manual-fixed,1219,122000,50000,53758,500,-3758
manual-fixed,1220,122100,50000,53763,500,-3763
manual-fixed,1221,122200,50000,53768,500,-3768
manual-fixed,1222,122300,50000,53772,500,-3772
manual-fixed,1223,122400,50000,53777,500,-3777
manual-fixed,1224,122500,50000,53782,500,-3782
manual-fixed,1225,122600,50000,53787,500,-3787
manual-fixed,1226,122700,50000,53792,500,-3792
manual-fixed,1227,122800,50000,53797,500,-3797
manual-fixed,1228,122900,50000,53802,500,-3802
manual-fixed,1229,123000,50000,53806,500,-3806
manual-fixed,1230,123100,50000,53811,500,-3811
manual-fixed,1231,123200,50000,53816,500,-3816
manual-fixed,1232,123300,50000,53821,500,-3821
manual-fixed,1233,123400,50000,53825,500,-3825
manual-fixed,1234,123500,50000,53830,500,-3830
manual-fixed,1235,123600,50000,53835,500,-3835
manual-fixed,1236,123700,50000,53839,500,-3839
manual-fixed,1237,123800,50000,53844,500,-3844
manual-fixed,1238,123900,50000,53849,500,-3849
manual-fixed,1239,124000,50000,53853,500,-3853
manual-fixed,1240,124100,50000,53858,500,-3858
manual-fixed,1241,124200,50000,53862,500,-3862
manual-fixed,1242,124300,50000,53867,500,-3867
manual-fixed,1243,124400,50000,53872,500,-3872
manual-fixed,1244,124500,50000,53876,500,-3876
manual-fixed,1245,124600,50000,53881,500,-3881
manual-fixed,1246,124700,50000,53885,500,-3885
manual-fixed,1247,124800,50000,53889,500,-3889
manual-fixed,1248,124900,50000,53894,500,-3894
manual-fixed,1249,125000,50000,53898,500,-3898
manual-fixed,1250,125100,50000,53903,500,-3903
manual-fixed,1251,125200,50000,53907,500,-3907
manual-fixed,1252,125300,50000,53912,500,-3912
manual-fixed,1253,125400,50000,53916,500,-3916
manual-fixed,1254,125500,50000,53920,500,-3920
manual-fixed,1255,125600,50000,53925,500,-3925
manual-fixed,1256,125700,50000,53929,500,-3929
manual-fixed,1257,125800,50000,53933,500,-3933
manual-fixed,1258,125900,50000,53937,500,-3937
manual-fixed,1259,126000,50000,53942,500,-3942
manual-fixed,1260,126100,50000,53946,500,-3946
manual-fixed,1261,126200,50000,53950,500,-3950
manual-fixed,1262,126300,50000,53954,500,-3954
manual-fixed,1263,126400,50000,53958,500,-3958
manual-fixed,1264,126500,50000,53963,500,-3963
manual-fixed,1265,126600,50000,53967,500,-3967
manual-fixed,1266,126700,50000,53971,500,-3971
manual-fixed,1267,126800,50000,53975,500,-3975
manual-fixed,1268,126900,50000,53979,500,-3979
manual-fixed,1269,127000,50000,53983,500,-3983
manual-fixed,1270,127100,50000,53987,500,-3987
manual-fixed,1271,127200,50000,53991,500,-3991
manual-fixed,1272,127300,50000,53995,500,-3995
manual-fixed,1273,127400,50000,53999,500,-3999
manual-fixed,1274,127500,50000,54003,500,-4003
manual-fixed,1275,127600,50000,54007,500,-4007
manual-fixed,1276,127700,50000,54011,500,-4011
manual-fixed,1277,127800,50000,54015,500,-4015
manual-fixed,1278,127900,50000,54019,500,-4019
manual-fixed,1279,128000,50000,54023,500,-4023
manual-fixed,1280,128100,50000,54027,500,-4027
manual-fixed,1281,128200,50000,54031,500,-4031
manual-fixed,1282,128300,50000,54035,500,-4035
manual-fixed,1283,128400,50000,54039,500,-4039
manual-fixed,1284,128500,50000,54043,500,-4043
manual-fixed,1285,128600,50000,54046,500,-4046
manual-fixed,1286,128700,50000,54050,500,-4050
manual-fixed,1287,128800,50000,54054,500,-4054
manual-fixed,1288,128900,50000,54058,500,-4058
manual-fixed,1289,129000,50000,54062,500,-4062
manual-fixed,1290,129100,50000,54065,500,-4065
manual-fixed,1291,129200,50000,54069,500,-4069
manual-fixed,1292,129300,50000,54073,500,-4073
manual-fixed,1293,129400,50000,54076,500,-4076
manual-fixed,1294,129500,50000,54080,500,-4080
manual-fixed,1295,129600,50000,54084,500,-4084
manual-fixed,1296,129700,50000,54088,500,-4088
manual-fixed,1297,129800,50000,54091,500,-4091
manual-fixed,1298,129900,50000,54095,500,-4095
manual-fixed,1299,130000,50000,54098,500,-4098
manual-fixed,1300,130100,50000,54102,500,-4102
manual-fixed,1301,130200,50000,54106,500,-4106
manual-fixed,1302,130300,50000,54109,500,-4109
manual-fixed,1303,130400,50000,54113,500,-4113
manual-fixed,1304,130500,50000,54116,500,-4116
manual-fixed,1305,130600,50000,54120,500,-4120
manual-fixed,1306,130700,50000,54123,500,-4123
manual-fixed,1307,130800,50000,54127,500,-4127
manual-fixed,1308,130900,50000,54130,500,-4130
manual-fixed,1309,131000,50000,54134,500,-4134
manual-fixed,1310,131100,50000,54137,500,-4137
manual-fixed,1311,131200,50000,54141,500,-4141
manual-fixed,1312,131300,50000,54144,500,-4144
manual-fixed,1313,131400,50000,54148,500,-4148
manual-fixed,1314,131500,50000,54151,500,-4151
manual-fixed,1315,131600,50000,54154,500,-4154
manual-fixed,1316,131700,50000,54158,500,-4158
manual-fixed,1317,131800,50000,54161,500,-4161
manual-fixed,1318,131900,50000,54165,500,-4165
manual-fixed,1319,132000,50000,54168,500,-4168
manual-fixed,1320,132100,50000,54171,500,-4171
manual-fixed,1321,132200,50000,54175,500,-4175
manual-fixed,1322,132300,50000,54178,500,-4178
manual-fixed,1323,132400,50000,54181,500,-4181
manual-fixed,1324,132500,50000,54184,500,-4184
manual-fixed,1325,132600,50000,54188,500,-4188
manual-fixed,1326,132700,50000,54191,500,-4191
manual-fixed,1327,132800,50000,54194,500,-4194
manual-fixed,1328,132900,50000,54197,500,-4197
manual-fixed,1329,133000,50000,54201,500,-4201
manual-fixed,1330,133100,50000,54204,500,-4204
manual-fixed,1331,133200,50000,54207,500,-4207
manual-fixed,1332,133300,50000,54210,500,-4210
manual-fixed,1333,133400,50000,54213,500,-4213
manual-fixed,1334,133500,50000,54216,500,-4216
manual-fixed,1335,133600,50000,54220,500,-4220
manual-fixed,1336,133700,50000,54223,500,-4223
manual-fixed,1337,133800,50000,54226,500,-4226
manual-fixed,1338,133900,50000,54229,500,-4229
manual-fixed,1339,134000,50000,54232,500,-4232
manual-fixed,1340,134100,50000,54235,500,-4235
manual-fixed,1341,134200,50000,54238,500,-4238
manual-fixed,1342,134300,50000,54241,500,-4241
manual-fixed,1343,134400,50000,54244,500,-4244
manual-fixed,1344,134500,50000,54247,500,-4247
manual-fixed,1345,134600,50000,54250,500,-4250
manual-fixed,1346,134700,50000,54253,500,-4253
manual-fixed,1347,134800,50000,54256,500,-4256
manual-fixed,1348,134900,50000,54259,500,-4259
manual-fixed,1349,135000,50000,54262,500,-4262
manual-fixed,1350,135100,50000,54265,500,-4265
manual-fixed,1351,135200,50000,54268,500,-4268
manual-fixed,1352,135300,50000,54271,500,-4271
manual-fixed,1353,135400,50000,54274,500,-4274
manual-fixed,1354,135500,50000,54277,500,-4277
manual-fixed,1355,135600,50000,54280,500,-4280
manual-fixed,1356,135700,50000,54283,500,-4283
manual-fixed,1357,135800,50000,54285,500,-4285
manual-fixed,1358,135900,50000,54288,500,-4288
manual-fixed,1359,136000,50000,54291,500,-4291
manual-fixed,1360,136100,50000,54294,500,-4294
manual-fixed,1361,136200,50000,54297,500,-4297
manual-fixed,1362,136300,50000,54300,500,-4300
manual-fixed,1363,136400,50000,54302,500,-4302
manual-fixed,1364,136500,50000,54305,500,-4305
manual-fixed,1365,136600,50000,54308,500,-4308
manual-fixed,1366,136700,50000,54311,500,-4311
manual-fixed,1367,136800,50000,54313,500,-4313
manual-fixed,1368,136900,50000,54316,500,-4316
manual-fixed,1369,137000,50000,54319,500,-4319
manual-fixed,1370,137100,50000,54322,500,-4322
manual-fixed,1371,137200,50000,54324,500,-4324
manual-fixed,1372,137300,50000,54327,500,-4327
manual-fixed,1373,137400,50000,54330,500,-4330
manual-fixed,1374,137500,50000,54332,500,-4332
manual-fixed,1375,137600,50000,54335,500,-4335
manual-fixed,1376,137700,50000,54338,500,-4338
manual-fixed,1377,137800,50000,54340,500,-4340
manual-fixed,1378,137900,50000,54343,500,-4343
manual-fixed,1379,138000,50000,54346,500,-4346
manual-fixed,1380,138100,50000,54348,500,-4348
manual-fixed,1381,138200,50000,54351,500,-4351
manual-fixed,1382,138300,50000,54354,500,-4354
manual-fixed,1383,138400,50000,54356,500,-4356
manual-fixed,1384,138500,50000,54359,500,-4359
manual-fixed,1385,138600,50000,54361,500,-4361
manual-fixed,1386,138700,50000,54364,500,-4364
manual-fixed,1387,138800,50000,54366,500,-4366
manual-fixed,1388,138900,50000,54369,500,-4369
manual-fixed,1389,139000,50000,54371,500,-4371
manual-fixed,1390,139100,50000,54374,500,-4374
manual-fixed,1391,139200,50000,54376,500,-4376
manual-fixed,1392,139300,50000,54379,500,-4379
manual-fixed,1393,139400,50000,54381,500,-4381
manual-fixed,1394,139500,50000,54384,500,-4384
manual-fixed,1395,139600,50000,54386,500,-4386
manual-fixed,1396,139700,50000,54389,500,-4389
manual-fixed,1397,139800,50000,54391,500,-4391
manual-fixed,1398,139900,50000,54394,500,-4394
manual-fixed,1399,140000,50000,54396,500,-4396
manual-fixed,1400,140100,50000,54399,500,-4399
manual-fixed,1401,140200,50000,54401,500,-4401
manual-fixed,1402,140300,50000,54403,500,-4403
manual-fixed,1403,140400,50000,54406,500,-4406
manual-fixed,1404,140500,50000,54408,500,-4408
manual-fixed,1405,140600,50000,54410,500,-4410
manual-fixed,1406,140700,50000,54413,500,-4413
manual-fixed,1407,140800,50000,54415,500,-4415
manual-fixed,1408,140900,50000,54418,500,-4418
manual-fixed,1409,141000,50000,54420,500,-4420
manual-fixed,1410,141100,50000,54422,500,-4422
manual-fixed,1411,141200,50000,54424,500,-4424
manual-fixed,1412,141300,50000,54427,500,-4427
manual-fixed,1413,141400,50000,54429,500,-4429
manual-fixed,1414,141500,50000,54431,500,-4431
manual-fixed,1415,141600,50000,54434,500,-4434
manual-fixed,1416,141700,50000,54436,500,-4436
manual-fixed,1417,141800,50000,54438,500,-4438
manual-fixed,1418,141900,50000,54440,500,-4440
manual-fixed,1419,142000,50000,54443,500,-4443
manual-fixed,1420,142100,50000,54445,500,-4445
manual-fixed,1421,142200,50000,54447,500,-4447
manual-fixed,1422,142300,50000,54449,500,-4449
manual-fixed,1423,142400,50000,54452,500,-4452
manual-fixed,1424,142500,50000,54454,500,-4454
manual-fixed,1425,142600,50000,54456,500,-4456
manual-fixed,1426,142700,50000,54458,500,-4458
manual-fixed,1427,142800,50000,54460,500,-4460
manual-fixed,1428,142900,50000,54462,500,-4462
manual-fixed,1429,143000,50000,54465,500,-4465
manual-fixed,1430,143100,50000,54467,500,-4467
manual-fixed,1431,143200,50000,54469,500,-4469
manual-fixed,1432,143300,50000,54471,500,-4471
manual-fixed,1433,143400,50000,54473,500,-4473
manual-fixed,1434,143500,50000,54475,500,-4475
manual-fixed,1435,143600,50000,54477,500,-4477
manual-fixed,1436,143700,50000,54479,500,-4479
manual-fixed,1437,143800,50000,54481,500,-4481
manual-fixed,1438,143900,50000,54484,500,-4484
manual-fixed,1439,144000,50000,54486,500,-4486
manual-fixed,1440,144100,50000,54488,500,-4488
manual-fixed,1441,144200,50000,54490,500,-4490
manual-fixed,1442,144300,50000,54492,500,-4492
manual-fixed,1443,144400,50000,54494,500,-4494
manual-fixed,1444,144500,50000,54496,500,-4496
manual-fixed,1445,144600,50000,54498,500,-4498
manual-fixed,1446,144700,50000,54500,500,-4500
manual-fixed,1447,144800,50000,54502,500,-4502
manual-fixed,1448,144900,50000,54504,500,-4504
manual-fixed,1449,145000,50000,54506,500,-4506
manual-fixed,1450,145100,50000,54508,500,-4508
manual-fixed,1451,145200,50000,54510,500,-4510
manual-fixed,1452,145300,50000,54512,500,-4512
manual-fixed,1453,145400,50000,54514,500,-4514
manual-fixed,1454,145500,50000,54516,500,-4516
manual-fixed,1455,145600,50000,54518,500,-4518
manual-fixed,1456,145700,50000,54519,500,-4519
manual-fixed,1457,145800,50000,54521,500,-4521
manual-fixed,1458,145900,50000,54523,500,-4523
manual-fixed,1459,146000,50000,54525,500,-4525
manual-fixed,1460,146100,50000,54527,500,-4527
manual-fixed,1461,146200,50000,54529,500,-4529
manual-fixed,1462,146300,50000,54531,500,-4531
manual-fixed,1463,146400,50000,54533,500,-4533
manual-fixed,1464,146500,50000,54535,500,-4535
manual-fixed,1465,146600,50000,54536,500,-4536
manual-fixed,1466,146700,50000,54538,500,-4538
manual-fixed,1467,146800,50000,54540,500,-4540
manual-fixed,1468,146900,50000,54542,500,-4542
manual-fixed,1469,147000,50000,54544,500,-4544
manual-fixed,1470,147100,50000,54546,500,-4546
manual-fixed,1471,147200,50000,54547,500,-4547
manual-fixed,1472,147300,50000,54549,500,-4549
manual-fixed,1473,147400,50000,54551,500,-4551
manual-fixed,1474,147500,50000,54553,500,-4553
manual-fixed,1475,147600,50000,54555,500,-4555
manual-fixed,1476,147700,50000,54556,500,-4556
manual-fixed,1477,147800,50000,54558,500,-4558
manual-fixed,1478,147900,50000,54560,500,-4560
manual-fixed,1479,148000,50000,54562,500,-4562
manual-fixed,1480,148100,50000,54564,500,-4564
manual-fixed,1481,148200,50000,54565,500,-4565
manual-fixed,1482,148300,50000,54567,500,-4567
manual-fixed,1483,148400,50000,54569,500,-4569
manual-fixed,1484,148500,50000,54570,500,-4570
manual-fixed,1485,148600,50000,54572,500,-4572
manual-fixed,1486,148700,50000,54574,500,-4574
manual-fixed,1487,148800,50000,54576,500,-4576
manual-fixed,1488,148900,50000,54577,500,-4577
manual-fixed,1489,149000,50000,54579,500,-4579
manual-fixed,1490,149100,50000,54581,500,-4581
manual-fixed,1491,149200,50000,54582,500,-4582
manual-fixed,1492,149300,50000,54584,500,-4584
manual-fixed,1493,149400,50000,54586,500,-4586
manual-fixed,1494,149500,50000,54587,500,-4587
manual-fixed,1495,149600,50000,54589,500,-4589
manual-fixed,1496,149700,50000,54591,500,-4591
manual-fixed,1497,149800,50000,54592,500,-4592
manual-fixed,1498,149900,50000,54594,500,-4594
manual-fixed,1499,150000,50000,54596,500,-4596
manual-fixed,1500,150100,50000,54597,500,-4597
manual-fixed,1501,150200,50000,54599,500,-4599
manual-fixed,1502,150300,50000,54600,500,-4600
manual-fixed,1503,150400,50000,54602,500,-4602
manual-fixed,1504,150500,50000,54604,500,-4604
manual-fixed,1505,150600,50000,54605,500,-4605
manual-fixed,1506,150700,50000,54607,500,-4607
manual-fixed,1507,150800,50000,54608,500,-4608
manual-fixed,1508,150900,50000,54610,500,-4610
manual-fixed,1509,151000,50000,54611,500,-4611
manual-fixed,1510,151100,50000,54613,500,-4613
manual-fixed,1511,151200,50000,54615,500,-4615
manual-fixed,1512,151300,50000,54616,500,-4616
manual-fixed,1513,151400,50000,54618,500,-4618
manual-fixed,1514,151500,50000,54619,500,-4619
manual-fixed,1515,151600,50000,54621,500,-4621
manual-fixed,1516,151700,50000,54622,500,-4622
manual-fixed,1517,151800,50000,54624,500,-4624
manual-fixed,1518,151900,50000,54625,500,-4625
manual-fixed,1519,152000,50000,54627,500,-4627
manual-fixed,1520,152100,50000,54628,500,-4628
manual-fixed,1521,152200,50000,54630,500,-4630
manual-fixed,1522,152300,50000,54631,500,-4631
manual-fixed,1523,152400,50000,54633,500,-4633
manual-fixed,1524,152500,50000,54634,500,-4634
manual-fixed,1525,152600,50000,54636,500,-4636
manual-fixed,1526,152700,50000,54637,500,-4637
manual-fixed,1527,152800,50000,54638,500,-4638
manual-fixed,1528,152900,50000,54640,500,-4640
manual-fixed,1529,153000,50000,54641,500,-4641
manual-fixed,1530,153100,50000,54643,500,-4643
manual-fixed,1531,153200,50000,54644,500,-4644
manual-fixed,1532,153300,50000,54646,500,-4646
manual-fixed,1533,153400,50000,54647,500,-4647
manual-fixed,1534,153500,50000,54648,500,-4648
manual-fixed,1535,153600,50000,54650,500,-4650
manual-fixed,1536,153700,50000,54651,500,-4651
manual-fixed,1537,153800,50000,54653,500,-4653
manual-fixed,1538,153900,50000,54654,500,-4654
manual-fixed,1539,154000,50000,54655,500,-4655
manual-fixed,1540,154100,50000,54657,500,-4657
manual-fixed,1541,154200,50000,54658,500,-4658
manual-fixed,1542,154300,50000,54660,500,-4660
manual-fixed,1543,154400,50000,54661,500,-4661
manual-fixed,1544,154500,50000,54662,500,-4662
manual-fixed,1545,154600,50000,54664,500,-4664
manual-fixed,1546,154700,50000,54665,500,-4665
manual-fixed,1547,154800,50000,54666,500,-4666
manual-fixed,1548,154900,50000,54668,500,-4668
manual-fixed,1549,155000,50000,54669,500,-4669
manual-fixed,1550,155100,50000,54670,500,-4670
manual-fixed,1551,155200,50000,54672,500,-4672
manual-fixed,1552,155300,50000,54673,500,-4673
manual-fixed,1553,155400,50000,54674,500,-4674
manual-fixed,1554,155500,50000,54676,500,-4676
manual-fixed,1555,155600,50000,54677,500,-4677
manual-fixed,1556,155700,50000,54678,500,-4678
manual-fixed,1557,155800,50000,54679,500,-4679
manual-fixed,1558,155900,50000,54681,500,-4681
manual-fixed,1559,156000,50000,54682,500,-4682
manual-fixed,1560,156100,50000,54683,500,-4683
manual-fixed,1561,156200,50000,54685,500,-4685
manual-fixed,1562,156300,50000,54686,500,-4686
manual-fixed,1563,156400,50000,54687,500,-4687
manual-fixed,1564,156500,50000,54688,500,-4688
manual-fixed,1565,156600,50000,54690,500,-4690
manual-fixed,1566,156700,50000,54691,500,-4691
manual-fixed,1567,156800,50000,54692,500,-4692
manual-fixed,1568,156900,50000,54693,500,-4693
manual-fixed,1569,157000,50000,54694,500,-4694
manual-fixed,1570,157100,50000,54696,500,-4696
manual-fixed,1571,157200,50000,54697,500,-4697
manual-fixed,1572,157300,50000,54698,500,-4698
manual-fixed,1573,157400,50000,54699,500,-4699
manual-fixed,1574,157500,50000,54701,500,-4701
manual-fixed,1575,157600,50000,54702,500,-4702
manual-fixed,1576,157700,50000,54703,500,-4703
manual-fixed,1577,157800,50000,54704,500,-4704
manual-fixed,1578,157900,50000,54705,500,-4705
manual-fixed,1579,158000,50000,54706,500,-4706
manual-fixed,1580,158100,50000,54708,500,-4708
manual-fixed,1581,158200,50000,54709,500,-4709
manual-fixed,1582,158300,50000,54710,500,-4710
manual-fixed,1583,158400,50000,54711,500,-4711
manual-fixed,1584,158500,50000,54712,500,-4712
manual-fixed,1585,158600,50000,54713,500,-4713
manual-fixed,1586,158700,50000,54715,500,-4715
manual-fixed,1587,158800,50000,54716,500,-4716
manual-fixed,1588,158900,50000,54717,500,-4717
manual-fixed,1589,159000,50000,54718,500,-4718
manual-fixed,1590,159100,50000,54719,500,-4719
manual-fixed,1591,159200,50000,54720,500,-4720
manual-fixed,1592,159300,50000,54721,500,-4721
manual-fixed,1593,159400,50000,54723,500,-4723
manual-fixed,1594,159500,50000,54724,500,-4724
manual-fixed,1595,159600,50000,54725,500,-4725
manual-fixed,1596,159700,50000,54726,500,-4726
manual-fixed,1597,159800,50000,54727,500,-4727
manual-fixed,1598,159900,50000,54728,500,-4728
manual-fixed,1599,160000,50000,54729,500,-4729
manual-fixed,1600,160100,50000,54730,500,-4730
manual-fixed,1601,160200,50000,54731,500,-4731
manual-fixed,1602,160300,50000,54732,500,-4732
manual-fixed,1603,160400,50000,54733,500,-4733
manual-fixed,1604,160500,50000,54734,500,-4734
manual-fixed,1605,160600,50000,54736,500,-4736
manual-fixed,1606,160700,50000,54737,500,-4737
manual-fixed,1607,160800,50000,54738,500,-4738
manual-fixed,1608,160900,50000,54739,500,-4739
manual-fixed,1609,161000,50000,54740,500,-4740
manual-fixed,1610,161100,50000,54741,500,-4741
manual-fixed,1611,161200,50000,54742,500,-4742
manual-fixed,1612,161300,50000,54743,500,-4743
manual-fixed,1613,161400,50000,54744,500,-4744
manual-fixed,1614,161500,50000,54745,500,-4745
manual-fixed,1615,161600,50000,54746,500,-4746
manual-fixed,1616,161700,50000,54747,500,-4747
manual-fixed,1617,161800,50000,54748,500,-4748
manual-fixed,1618,161900,50000,54749,500,-4749
manual-fixed,1619,162000,50000,54750,500,-4750
manual-fixed,1620,162100,50000,54751,500,-4751
manual-fixed,1621,162200,50000,54752,500,-4752
manual-fixed,1622,162300,50000,54753,500,-4753
manual-fixed,1623,162400,50000,54754,500,-4754
manual-fixed,1624,162500,50000,54755,500,-4755
manual-fixed,1625,162600,50000,54756,500,-4756
manual-fixed,1626,162700,50000,54757,500,-4757
manual-fixed,1627,162800,50000,54758,500,-4758
manual-fixed,1628,162900,50000,54759,500,-4759
manual-fixed,1629,163000,50000,54760,500,-4760
manual-fixed,1630,163100,50000,54761,500,-4761
manual-fixed,1631,163200,50000,54762,500,-4762
manual-fixed,1632,163300,50000,54763,500,-4763
manual-fixed,1633,163400,50000,54764,500,-4764
manual-fixed,1634,163500,50000,54765,500,-4765
manual-fixed,1635,163600,50000,54765,500,-4765
manual-fixed,1636,163700,50000,54766,500,-4766
manual-fixed,1637,163800,50000,54767,500,-4767
manual-fixed,1638,163900,50000,54768,500,-4768
manual-fixed,1639,164000,50000,54769,500,-4769
manual-fixed,1640,164100,50000,54770,500,-4770
manual-fixed,1641,164200,50000,54771,500,-4771
manual-fixed,1642,164300,50000,54772,500,-4772
manual-fixed,1643,164400,50000,54773,500,-4773
manual-fixed,1644,164500,50000,54774,500,-4774
manual-fixed,1645,164600,50000,54775,500,-4775
manual-fixed,1646,164700,50000,54776,500,-4776
manual-fixed,1647,164800,50000,54777,500,-4777
manual-fixed,1648,164900,50000,54777,500,-4777
manual-fixed,1649,165000,50000,54778,500,-4778
manual-fixed,1650,165100,50000,54779,500,-4779
manual-fixed,1651,165200,50000,54780,500,-4780
manual-fixed,1652,165300,50000,54781,500,-4781
manual-fixed,1653,165400,50000,54782,500,-4782
manual-fixed,1654,165500,50000,54783,500,-4783
manual-fixed,1655,165600,50000,54784,500,-4784
manual-fixed,1656,165700,50000,54784,500,-4784
manual-fixed,1657,165800,50000,54785,500,-4785
manual-fixed,1658,165900,50000,54786,500,-4786
manual-fixed,1659,166000,50000,54787,500,-4787
manual-fixed,1660,166100,50000,54788,500,-4788
manual-fixed,1661,166200,50000,54789,500,-4789
manual-fixed,1662,166300,50000,54790,500,-4790
manual-fixed,1663,166400,50000,54790,500,-4790
manual-fixed,1664,166500,50000,54791,500,-4791
manual-fixed,1665,166600,50000,54792,500,-4792
manual-fixed,1666,166700,50000,54793,500,-4793
manual-fixed,1667,166800,50000,54794,500,-4794
manual-fixed,1668,166900,50000,54795,500,-4795
manual-fixed,1669,167000,50000,54795,500,-4795
manual-fixed,1670,167100,50000,54796,500,-4796
manual-fixed,1671,167200,50000,54797,500,-4797
manual-fixed,1672,167300,50000,54798,500,-4798
manual-fixed,1673,167400,50000,54799,500,-4799
manual-fixed,1674,167500,50000,54799,500,-4799
manual-fixed,1675,167600,50000,54800,500,-4800
manual-fixed,1676,167700,50000,54801,500,-4801
manual-fixed,1677,167800,50000,54802,500,-4802
manual-fixed,1678,167900,50000,54803,500,-4803
manual-fixed,1679,168000,50000,54803,500,-4803
manual-fixed,1680,168100,50000,54804,500,-4804
manual-fixed,1681,168200,50000,54805,500,-4805
manual-fixed,1682,168300,50000,54806,500,-4806
manual-fixed,1683,168400,50000,54807,500,-4807
manual-fixed,1684,168500,50000,54807,500,-4807
manual-fixed,1685,168600,50000,54808,500,-4808
manual-fixed,1686,168700,50000,54809,500,-4809
manual-fixed,1687,168800,50000,54810,500,-4810
manual-fixed,1688,168900,50000,54810,500,-4810
manual-fixed,1689,169000,50000,54811,500,-4811
manual-fixed,1690,169100,50000,54812,500,-4812
manual-fixed,1691,169200,50000,54813,500,-4813
manual-fixed,1692,169300,50000,54813,500,-4813
manual-fixed,1693,169400,50000,54814,500,-4814
manual-fixed,1694,169500,50000,54815,500,-4815
manual-fixed,1695,169600,50000,54816,500,-4816
manual-fixed,1696,169700,50000,54816,500,-4816
manual-fixed,1697,169800,50000,54817,500,-4817
manual-fixed,1698,169900,50000,54818,500,-4818
manual-fixed,1699,170000,50000,54819,500,-4819
manual-fixed,1700,170100,50000,54819,500,-4819
manual-fixed,1701,170200,50000,54820,500,-4820
manual-fixed,1702,170300,50000,54821,500,-4821
manual-fixed,1703,170400,50000,54821,500,-4821
manual-fixed,1704,170500,50000,54822,500,-4822
manual-fixed,1705,170600,50000,54823,500,-4823
manual-fixed,1706,170700,50000,54824,500,-4824
manual-fixed,1707,170800,50000,54824,500,-4824
manual-fixed,1708,170900,50000,54825,500,-4825
manual-fixed,1709,171000,50000,54826,500,-4826
manual-fixed,1710,171100,50000,54826,500,-4826
manual-fixed,1711,171200,50000,54827,500,-4827
manual-fixed,1712,171300,50000,54828,500,-4828
manual-fixed,1713,171400,50000,54828,500,-4828
manual-fixed,1714,171500,50000,54829,500,-4829
manual-fixed,1715,171600,50000,54830,500,-4830
manual-fixed,1716,171700,50000,54830,500,-4830
manual-fixed,1717,171800,50000,54831,500,-4831
manual-fixed,1718,171900,50000,54832,500,-4832
manual-fixed,1719,172000,50000,54833,500,-4833
manual-fixed,1720,172100,50000,54833,500,-4833
manual-fixed,1721,172200,50000,54834,500,-4834
manual-fixed,1722,172300,50000,54835,500,-4835
manual-fixed,1723,172400,50000,54835,500,-4835
manual-fixed,1724,172500,50000,54836,500,-4836
manual-fixed,1725,172600,50000,54837,500,-4837
manual-fixed,1726,172700,50000,54837,500,-4837
manual-fixed,1727,172800,50000,54838,500,-4838
manual-fixed,1728,172900,50000,54838,500,-4838
manual-fixed,1729,173000,50000,54839,500,-4839
manual-fixed,1730,173100,50000,54840,500,-4840
manual-fixed,1731,173200,50000,54840,500,-4840
manual-fixed,1732,173300,50000,54841,500,-4841
manual-fixed,1733,173400,50000,54842,500,-4842
manual-fixed,1734,173500,50000,54842,500,-4842
manual-fixed,1735,173600,50000,54843,500,-4843
manual-fixed,1736,173700,50000,54844,500,-4844
manual-fixed,1737,173800,50000,54844,500,-4844
manual-fixed,1738,173900,50000,54845,500,-4845
manual-fixed,1739,174000,50000,54845,500,-4845
manual-fixed,1740,174100,50000,54846,500,-4846
manual-fixed,1741,174200,50000,54847,500,-4847
manual-fixed,1742,174300,50000,54847,500,-4847
manual-fixed,1743,174400,50000,54848,500,-4848
manual-fixed,1744,174500,50000,54848,500,-4848
manual-fixed,1745,174600,50000,54849,500,-4849
manual-fixed,1746,174700,50000,54850,500,-4850
