policy,step,elapsed_ms,setpoint_milli_c,measured_milli_c,actuator_permille,error_milli_c
neural,1381,138200,50000,53082,369,-3082
neural,1382,138300,50000,53053,369,-3053
neural,1383,138400,50000,53024,369,-3024
neural,1384,138500,50000,52996,369,-2996
neural,1385,138600,50000,52967,369,-2967
neural,1386,138700,50000,52939,370,-2939
neural,1387,138800,50000,52910,370,-2910
neural,1388,138900,50000,52883,371,-2883
neural,1389,139000,50000,52855,371,-2855
neural,1390,139100,50000,52828,371,-2828
neural,1391,139200,50000,52800,371,-2800
neural,1392,139300,50000,52773,372,-2773
neural,1393,139400,50000,52746,372,-2746
neural,1394,139500,50000,52719,372,-2719
neural,1395,139600,50000,52693,372,-2693
neural,1396,139700,50000,52666,372,-2666
neural,1397,139800,50000,52640,373,-2640
neural,1398,139900,50000,52614,373,-2614
neural,1399,140000,50000,52588,373,-2588
neural,1400,140100,50000,52562,374,-2562
neural,1401,140200,50000,52536,374,-2536
neural,1402,140300,50000,52511,374,-2511
neural,1403,140400,50000,52486,374,-2486
neural,1404,140500,50000,52461,375,-2461
neural,1405,140600,50000,52436,375,-2436
neural,1406,140700,50000,52411,375,-2411
neural,1407,140800,50000,52387,375,-2387
neural,1408,140900,50000,52362,375,-2362
neural,1409,141000,50000,52338,376,-2338
neural,1410,141100,50000,52314,376,-2314
neural,1411,141200,50000,52290,376,-2290
neural,1412,141300,50000,52266,377,-2266
neural,1413,141400,50000,52243,377,-2243
neural,1414,141500,50000,52219,377,-2219
neural,1415,141600,50000,52196,377,-2196
neural,1416,141700,50000,52173,377,-2173
neural,1417,141800,50000,52150,378,-2150
neural,1418,141900,50000,52127,378,-2127
neural,1419,142000,50000,52104,378,-2104
neural,1420,142100,50000,52082,378,-2082
neural,1421,142200,50000,52059,378,-2059
neural,1422,142300,50000,52037,379,-2037
neural,1423,142400,50000,52015,379,-2015
neural,1424,142500,50000,51993,379,-1993
neural,1425,142600,50000,51971,379,-1971
neural,1426,142700,50000,51950,380,-1950
neural,1427,142800,50000,51929,380,-1929
neural,1428,142900,50000,51907,380,-1907
neural,1429,143000,50000,51886,380,-1886
neural,1430,143100,50000,51865,380,-1865
neural,1431,143200,50000,51844,381,-1844
neural,1432,143300,50000,51823,381,-1823
neural,1433,143400,50000,51803,381,-1803
neural,1434,143500,50000,51782,381,-1782
neural,1435,143600,50000,51762,382,-1762
neural,1436,143700,50000,51742,382,-1742
neural,1437,143800,50000,51722,382,-1722
neural,1438,143900,50000,51702,382,-1702
neural,1439,144000,50000,51682,382,-1682
neural,1440,144100,50000,51662,382,-1662
neural,1441,144200,50000,51643,383,-1643
neural,1442,144300,50000,51624,383,-1624
neural,1443,144400,50000,51604,383,-1604
neural,1444,144500,50000,51585,383,-1585
neural,1445,144600,50000,51566,383,-1566
neural,1446,144700,50000,51547,384,-1547
neural,1447,144800,50000,51529,384,-1529
neural,1448,144900,50000,51510,384,-1510
neural,1449,145000,50000,51492,384,-1492
neural,1450,145100,50000,51473,384,-1473
neural,1451,145200,50000,51455,385,-1455
neural,1452,145300,50000,51437,385,-1437
neural,1453,145400,50000,51419,385,-1419
neural,1454,145500,50000,51401,385,-1401
neural,1455,145600,50000,51383,385,-1383
neural,1456,145700,50000,51366,385,-1366
neural,1457,145800,50000,51348,385,-1348
neural,1458,145900,50000,51331,386,-1331
neural,1459,146000,50000,51314,386,-1314
neural,1460,146100,50000,51296,386,-1296
neural,1461,146200,50000,51279,386,-1279
neural,1462,146300,50000,51262,386,-1262
neural,1463,146400,50000,51245,387,-1245
neural,1464,146500,50000,51229,387,-1229
neural,1465,146600,50000,51212,387,-1212
neural,1466,146700,50000,51196,387,-1196
neural,1467,146800,50000,51179,387,-1179
neural,1468,146900,50000,51163,387,-1163
neural,1469,147000,50000,51147,387,-1147
neural,1470,147100,50000,51131,388,-1131
neural,1471,147200,50000,51115,388,-1115
neural,1472,147300,50000,51099,388,-1099
neural,1473,147400,50000,51083,388,-1083
neural,1474,147500,50000,51068,388,-1068
neural,1475,147600,50000,51052,388,-1052
neural,1476,147700,50000,51037,389,-1037
neural,1477,147800,50000,51022,389,-1022
neural,1478,147900,50000,51006,389,-1006
neural,1479,148000,50000,50991,389,-991
neural,1480,148100,50000,50976,389,-976
neural,1481,148200,50000,50961,389,-961
neural,1482,148300,50000,50946,389,-946
neural,1483,148400,50000,50932,390,-932
neural,1484,148500,50000,50917,390,-917
neural,1485,148600,50000,50903,390,-903
neural,1486,148700,50000,50888,390,-888
neural,1487,148800,50000,50874,390,-874
neural,1488,148900,50000,50860,390,-860
neural,1489,149000,50000,50845,390,-845
neural,1490,149100,50000,50832,391,-832
neural,1491,149200,50000,50818,391,-818
neural,1492,149300,50000,50804,391,-804
neural,1493,149400,50000,50790,391,-790
neural,1494,149500,50000,50776,391,-776
neural,1495,149600,50000,50763,391,-763
neural,1496,149700,50000,50749,391,-749
neural,1497,149800,50000,50736,392,-736
neural,1498,149900,50000,50723,392,-723
neural,1499,150000,50000,50710,392,-710
neural,1500,150100,50000,50697,392,-697
neural,1501,150200,50000,50684,392,-684
neural,1502,150300,50000,50671,392,-671
neural,1503,150400,50000,50658,392,-658
neural,1504,150500,50000,50645,392,-645
neural,1505,150600,50000,50632,393,-632
neural,1506,150700,50000,50620,393,-620
neural,1507,150800,50000,50607,393,-607
neural,1508,150900,50000,50595,393,-595
neural,1509,151000,50000,50583,393,-583
neural,1510,151100,50000,50570,393,-570
neural,1511,151200,50000,50558,393,-558
neural,1512,151300,50000,50546,393,-546
neural,1513,151400,50000,50534,393,-534
neural,1514,151500,50000,50522,394,-522
neural,1515,151600,50000,50510,394,-510
neural,1516,151700,50000,50498,394,-498
neural,1517,151800,50000,50487,394,-487
neural,1518,151900,50000,50475,394,-475
neural,1519,152000,50000,50464,394,-464
neural,1520,152100,50000,50452,394,-452
neural,1521,152200,50000,50441,395,-441
neural,1522,152300,50000,50430,395,-430
neural,1523,152400,50000,50419,395,-419
neural,1524,152500,50000,50407,395,-407
neural,1525,152600,50000,50396,395,-396
neural,1526,152700,50000,50385,395,-385
neural,1527,152800,50000,50375,395,-375
neural,1528,152900,50000,50364,395,-364
neural,1529,153000,50000,50353,395,-353
neural,1530,153100,50000,50342,395,-342
neural,1531,153200,50000,50331,396,-331
neural,1532,153300,50000,50321,396,-321
neural,1533,153400,50000,50311,396,-311
neural,1534,153500,50000,50300,396,-300
neural,1535,153600,50000,50290,396,-290
neural,1536,153700,50000,50280,396,-280
neural,1537,153800,50000,50269,396,-269
neural,1538,153900,50000,50259,396,-259
neural,1539,154000,50000,50249,396,-249
neural,1540,154100,50000,50239,396,-239
neural,1541,154200,50000,50229,397,-229
neural,1542,154300,50000,50219,397,-219
neural,1543,154400,50000,50210,397,-210
neural,1544,154500,50000,50200,397,-200
neural,1545,154600,50000,50190,397,-190
neural,1546,154700,50000,50181,397,-181
neural,1547,154800,50000,50171,397,-171
neural,1548,154900,50000,50162,397,-162
neural,1549,155000,50000,50152,397,-152
neural,1550,155100,50000,50143,397,-143
neural,1551,155200,50000,50133,397,-133
neural,1552,155300,50000,50124,398,-124
neural,1553,155400,50000,50115,398,-115
neural,1554,155500,50000,50106,398,-106
neural,1555,155600,50000,50097,398,-97
neural,1556,155700,50000,50088,398,-88
neural,1557,155800,50000,50079,398,-79
neural,1558,155900,50000,50070,398,-70
neural,1559,156000,50000,50062,398,-62
neural,1560,156100,50000,50053,398,-53
neural,1561,156200,50000,50044,398,-44
neural,1562,156300,50000,50035,398,-35
neural,1563,156400,50000,50027,399,-27
neural,1564,156500,50000,50018,399,-18
neural,1565,156600,50000,50010,399,-10
neural,1566,156700,50000,50002,399,-2
neural,1567,156800,50000,49994,399,6
neural,1568,156900,50000,49985,399,15
neural,1569,157000,50000,49977,399,23
neural,1570,157100,50000,49969,399,31
neural,1571,157200,50000,49961,400,39
neural,1572,157300,50000,49953,400,47
neural,1573,157400,50000,49945,400,55
neural,1574,157500,50000,49938,400,62
neural,1575,157600,50000,49930,400,70
neural,1576,157700,50000,49922,401,78
neural,1577,157800,50000,49915,401,85
neural,1578,157900,50000,49908,401,92
neural,1579,158000,50000,49900,401,100
neural,1580,158100,50000,49893,402,107
neural,1581,158200,50000,49886,402,114
neural,1582,158300,50000,49879,402,121
neural,1583,158400,50000,49872,402,128
neural,1584,158500,50000,49865,402,135
neural,1585,158600,50000,49858,402,142
neural,1586,158700,50000,49852,403,148
neural,1587,158800,50000,49845,403,155
neural,1588,158900,50000,49839,403,161
neural,1589,159000,50000,49832,403,168
neural,1590,159100,50000,49826,403,174
neural,1591,159200,50000,49819,403,181
neural,1592,159300,50000,49813,404,187
neural,1593,159400,50000,49807,404,193
neural,1594,159500,50000,49801,404,199
neural,1595,159600,50000,49795,404,205
neural,1596,159700,50000,49789,404,211
neural,1597,159800,50000,49783,404,217
neural,1598,159900,50000,49777,405,223
neural,1599,160000,50000,49771,405,229
neural,1600,160100,50000,49766,405,234
neural,1601,160200,50000,49760,405,240
neural,1602,160300,50000,49754,405,246
neural,1603,160400,50000,49749,405,251
neural,1604,160500,50000,49743,405,257
neural,1605,160600,50000,49738,406,262
neural,1606,160700,50000,49732,406,268
neural,1607,160800,50000,49727,406,273
neural,1608,160900,50000,49722,406,278
neural,1609,161000,50000,49717,406,283
neural,1610,161100,50000,49712,406,288
neural,1611,161200,50000,49706,406,294
neural,1612,161300,50000,49702,407,298
neural,1613,161400,50000,49697,407,303
neural,1614,161500,50000,49692,407,308
neural,1615,161600,50000,49687,407,313
neural,1616,161700,50000,49682,407,318
neural,1617,161800,50000,49677,407,323
neural,1618,161900,50000,49673,407,327
neural,1619,162000,50000,49668,407,332
neural,1620,162100,50000,49664,408,336
neural,1621,162200,50000,49659,408,341
neural,1622,162300,50000,49655,408,345
neural,1623,162400,50000,49650,408,350
neural,1624,162500,50000,49646,408,354
neural,1625,162600,50000,49642,408,358
neural,1626,162700,50000,49637,408,363
neural,1627,162800,50000,49633,409,367
neural,1628,162900,50000,49629,409,371
neural,1629,163000,50000,49625,409,375
neural,1630,163100,50000,49621,409,379
neural,1631,163200,50000,49617,409,383
neural,1632,163300,50000,49613,409,387
neural,1633,163400,50000,49609,409,391
neural,1634,163500,50000,49606,409,394
neural,1635,163600,50000,49602,409,398
neural,1636,163700,50000,49598,409,402
neural,1637,163800,50000,49594,410,406
neural,1638,163900,50000,49591,410,409
neural,1639,164000,50000,49587,410,413
neural,1640,164100,50000,49584,410,416
neural,1641,164200,50000,49580,410,420
neural,1642,164300,50000,49576,410,424
neural,1643,164400,50000,49573,410,427
neural,1644,164500,50000,49569,410,431
neural,1645,164600,50000,49566,410,434
neural,1646,164700,50000,49563,410,437
neural,1647,164800,50000,49559,410,441
neural,1648,164900,50000,49556,411,444
neural,1649,165000,50000,49553,411,447
neural,1650,165100,50000,49550,411,450
neural,1651,165200,50000,49547,411,453
neural,1652,165300,50000,49543,411,457
neural,1653,165400,50000,49540,411,460
neural,1654,165500,50000,49537,411,463
neural,1655,165600,50000,49534,411,466
neural,1656,165700,50000,49531,411,469
neural,1657,165800,50000,49528,411,472
neural,1658,165900,50000,49525,411,475
neural,1659,166000,50000,49522,411,478
neural,1660,166100,50000,49519,412,481
neural,1661,166200,50000,49517,412,483
neural,1662,166300,50000,49514,412,486
neural,1663,166400,50000,49511,412,489
neural,1664,166500,50000,49508,412,492
neural,1665,166600,50000,49506,412,494
neural,1666,166700,50000,49503,412,497
neural,1667,166800,50000,49500,412,500
neural,1668,166900,50000,49498,412,502
neural,1669,167000,50000,49495,412,505
neural,1670,167100,50000,49493,412,507
neural,1671,167200,50000,49490,412,510
neural,1672,167300,50000,49487,412,513
neural,1673,167400,50000,49485,413,515
neural,1674,167500,50000,49483,413,517
neural,1675,167600,50000,49480,413,520
neural,1676,167700,50000,49478,413,522
neural,1677,167800,50000,49476,413,524
neural,1678,167900,50000,49474,413,526
neural,1679,168000,50000,49471,413,529
neural,1680,168100,50000,49469,413,531
neural,1681,168200,50000,49467,413,533
neural,1682,168300,50000,49465,413,535
neural,1683,168400,50000,49462,413,538
neural,1684,168500,50000,49460,413,540
neural,1685,168600,50000,49458,413,542
neural,1686,168700,50000,49456,413,544
neural,1687,168800,50000,49454,413,546
neural,1688,168900,50000,49452,413,548
neural,1689,169000,50000,49449,413,551
neural,1690,169100,50000,49447,414,553
neural,1691,169200,50000,49446,414,554
neural,1692,169300,50000,49443,413,557
neural,1693,169400,50000,49442,414,558
neural,1694,169500,50000,49440,414,560
neural,1695,169600,50000,49438,414,562
neural,1696,169700,50000,49436,414,564
neural,1697,169800,50000,49434,414,566
neural,1698,169900,50000,49432,414,568
neural,1699,170000,50000,49431,414,569
neural,1700,170100,50000,49429,414,571
neural,1701,170200,50000,49427,414,573
neural,1702,170300,50000,49425,414,575
neural,1703,170400,50000,49423,414,577
neural,1704,170500,50000,49422,414,578
neural,1705,170600,50000,49420,414,580
neural,1706,170700,50000,49418,414,582
neural,1707,170800,50000,49416,414,584
neural,1708,170900,50000,49415,414,585
neural,1709,171000,50000,49413,414,587
neural,1710,171100,50000,49411,415,589
neural,1711,171200,50000,49410,415,590
neural,1712,171300,50000,49409,415,591
neural,1713,171400,50000,49407,415,593
neural,1714,171500,50000,49406,415,594
neural,1715,171600,50000,49404,415,596
neural,1716,171700,50000,49403,415,597
neural,1717,171800,50000,49401,415,599
neural,1718,171900,50000,49400,415,600
neural,1719,172000,50000,49399,415,601
neural,1720,172100,50000,49397,415,603
neural,1721,172200,50000,49396,415,604
neural,1722,172300,50000,49395,415,605
neural,1723,172400,50000,49393,415,607
neural,1724,172500,50000,49392,415,608
neural,1725,172600,50000,49390,415,610
neural,1726,172700,50000,49389,415,611
neural,1727,172800,50000,49388,415,612
neural,1728,172900,50000,49386,415,614
neural,1729,173000,50000,49385,415,615
neural,1730,173100,50000,49384,415,616
neural,1731,173200,50000,49382,415,618
neural,1732,173300,50000,49381,415,619
neural,1733,173400,50000,49380,415,620
neural,1734,173500,50000,49378,415,622
neural,1735,173600,50000,49377,416,623
neural,1736,173700,50000,49376,415,624
neural,1737,173800,50000,49375,415,625
neural,1738,173900,50000,49373,415,627
neural,1739,174000,50000,49372,416,628
neural,1740,174100,50000,49371,416,629
neural,1741,174200,50000,49370,416,630
neural,1742,174300,50000,49369,416,631
neural,1743,174400,50000,49368,416,632
neural,1744,174500,50000,49367,416,633
neural,1745,174600,50000,49366,416,634
neural,1746,174700,50000,49365,416,635
neural,1747,174800,50000,49364,416,636
neural,1748,174900,50000,49363,416,637
neural,1749,175000,50000,49362,416,638
neural,1750,175100,50000,49361,416,639
neural,1751,175200,50000,49361,416,639
neural,1752,175300,50000,49360,416,640
neural,1753,175400,50000,49359,416,641
neural,1754,175500,50000,49358,416,642
neural,1755,175600,50000,49357,416,643
neural,1756,175700,50000,49356,416,644
neural,1757,175800,50000,49355,416,645
neural,1758,175900,50000,49354,416,646
neural,1759,176000,50000,49353,416,647
neural,1760,176100,50000,49352,416,648
neural,1761,176200,50000,49351,416,649
neural,1762,176300,50000,49350,416,650
neural,1763,176400,50000,49349,416,651
neural,1764,176500,50000,49348,416,652
neural,1765,176600,50000,49347,416,653
neural,1766,176700,50000,49347,416,653
neural,1767,176800,50000,49346,416,654
neural,1768,176900,50000,49345,416,655
neural,1769,177000,50000,49344,416,656
neural,1770,177100,50000,49343,416,657
neural,1771,177200,50000,49342,416,658
neural,1772,177300,50000,49341,416,659
neural,1773,177400,50000,49340,416,660
neural,1774,177500,50000,49339,416,661
neural,1775,177600,50000,49338,416,662
neural,1776,177700,50000,49338,416,662
neural,1777,177800,50000,49337,416,663
neural,1778,177900,50000,49336,417,664
neural,1779,178000,50000,49336,417,664
neural,1780,178100,50000,49335,416,665
neural,1781,178200,50000,49334,417,666
neural,1782,178300,50000,49334,417,666
neural,1783,178400,50000,49333,417,667
neural,1784,178500,50000,49332,417,668
neural,1785,178600,50000,49332,417,668
neural,1786,178700,50000,49331,417,669
neural,1787,178800,50000,49331,417,669
neural,1788,178900,50000,49330,417,670
neural,1789,179000,50000,49330,417,670
neural,1790,179100,50000,49329,417,671
neural,1791,179200,50000,49328,417,672
neural,1792,179300,50000,49328,417,672
neural,1793,179400,50000,49327,417,673
neural,1794,179500,50000,49327,417,673
neural,1795,179600,50000,49326,417,674
neural,1796,179700,50000,49326,417,674
neural,1797,179800,50000,49325,417,675
neural,1798,179900,50000,49325,417,675
neural,1799,180000,50000,49324,417,676
