index,input0_f32_bits,input1_f32_bits,input2_f32_bits,input3_f32_bits,expected_output_f32_bits,expected_actuator_permille,rknn_output_f32_bits,rknn_actuator_permille,wall_ns,device_us
1638,3e042310,3faa872b,40af74bc,3f63d70a,3efa48d4,489,3ef9e000,488,135915,129
1639,3f12dcb1,be818fc5,408ba92a,3e2c0831,00000000,0,00000000,0,140582,133
1640,3fceb26c,3f23404f,411fd5d0,3efd70a4,3f71ce02,945,3f71a000,944,137665,130
1641,c0587747,bf2cc711,3fd7fcb9,3f13f7cf,00000000,0,00000000,0,138541,131
1642,400e7ab7,3f2851ec,401d096c,3f008312,3f800000,1000,3f800000,1000,136790,130
1643,3f69aaa4,bdbe075f,c0415326,3e8d4fdf,3f800000,1000,3f800000,1000,136207,129
1644,bf379a6b,3f4056d6,4113d14e,3f608312,00000000,0,00000000,0,135916,128
1645,bd0bac71,bf049518,3fffc505,3ef53f7d,00000000,0,00000000,0,135332,128
1646,40458bd6,3fc51062,40a2c56d,3e2e147b,3f800000,1000,3f800000,1000,136207,129
1647,be913be2,3fb296bc,410c2268,3f676c8b,00000000,0,00000000,0,138540,131
1648,bf19afe2,bdd9ad43,c0d4ebee,3f45e354,3f7eac23,995,3f7ec000,995,141749,135
1649,3fcc0831,3f3c4b5e,3fe20c4a,3f2e978d,3f800000,1000,3f800000,1000,136499,129
1650,bf5c01a3,bf385879,3f59999a,3f0e5604,00000000,0,00000000,0,136791,130
1651,bf1b645a,3e453f7d,c0d798c8,3f5be76d,3f800000,1000,3f800000,1000,136790,129
1652,4026978d,3fb4594b,40d4594b,3f46a7f0,3f800000,1000,3f800000,1000,136207,129
1653,bf4f6a94,3f7554ca,c108d639,3e449ba6,3f800000,1000,3f800000,1000,136498,130
1654,c00cdcdb,bf2db4a2,41110ded,3e6353f8,00000000,0,00000000,0,137082,130
1655,bf93111f,3f0766cf,4022e148,3f6bc6a8,00000000,0,00000000,0,137082,130
1656,402f295f,3fa94952,c11772b0,3f07ef9e,3f800000,1000,3f800000,1000,135041,128
1657,bf76d5d0,becdb08a,41130cb3,3f543958,00000000,0,00000000,0,137082,130
1658,3f67c06e,3fc386c2,c1096f69,3d9fbe77,3f800000,1000,3f800000,1000,135332,129
1659,be7fa6df,3fb38866,c11704ea,3f672b02,3f800000,1000,3f800000,1000,135915,128
1660,3f82dcb1,3f7ccbfb,40df82aa,3ea4dd2f,3f800000,1000,3f800000,1000,135915,129
1661,3f947c31,3f63f7cf,c0dfe00d,3f2a3d71,3f800000,1000,3f800000,1000,138832,132
1662,3f0ae536,3f520000,bf6da512,3e4fdf3b,3f800000,1000,3f800000,1000,138249,131
1663,bfbec02f,be0f2e49,c0a2dc5d,3dc28f5c,3e4d4886,200,3e4da000,201,139124,132
1664,3fe117d7,3f6e0275,40e8be0e,3e09374c,3f800000,1000,3f800000,1000,135915,129
1665,3f5505d1,3de809d5,401ffb16,3f5ae148,3f56db0c,839,3f56c000,839,137082,130
1666,3ef8bac7,be75119d,c11419ce,3e93f7cf,3f800000,1000,3f800000,1000,135915,129
1667,3e22db62,3f803f14,41101cac,3ef1a9fc,00000000,0,00000000,0,135624,128
1668,bed9d884,3fad4b5e,40936e2f,3f5be76d,3e908ee8,282,3e906000,282,136499,129
1669,3dd04817,3f977a78,c108851f,3f5645a2,3f800000,1000,3f800000,1000,136207,128
1670,bce58a33,bde9ba5e,40481a37,3f58d4fe,00000000,0,00000000,0,136790,130
1671,bfcad96a,bd43fe5d,40bc9fbe,3f649ba6,00000000,0,00000000,0,136499,129
1672,3f8bfb16,3ef22eb2,c0c7126f,3f181062,3f800000,1000,3f800000,1000,142041,134
1673,bfc987e8,3f1a6a7f,bfcfe282,3ecb4396,3ddc859c,108,3ddc8000,108,136498,130
1674,3f4d29dc,3d210625,3fea57a8,3f3eb852,3f57994f,842,3f578000,842,135623,129
1675,3fbb98c8,3faeb98c,c11949ba,3f251eb8,3f800000,1000,3f800000,1000,136791,129
1676,c003cd36,3e6aa305,c0e3013b,3f7e76c9,3f12a4b5,573,3f12e000,574,137957,130
1677,3db2df50,3e314120,bf86b852,3f3ba5e3,3f0d553f,552,3f0d6000,552,135624,129
1678,bfce22e6,bf0cb0f2,c02d0e56,3da3d70a,00000000,0,00000000,0,136791,129
1679,3f09a954,3fbb09d5,c08e4f76,3ed1eb85,3f800000,1000,3f800000,1000,137082,130
1680,bdb367a1,be022d0e,bf26809d,3e3e76c9,3de51d26,112,3de54000,112,136207,129
1681,3fabf1e9,3f345532,c0d5da51,3f651eb8,3f800000,1000,3f800000,1000,135332,128
1682,3d653650,3f72816f,c089c1be,3e48b439,3f800000,1000,3f800000,1000,136790,129
1683,bf1fa6df,3eaf46dc,c05746dc,3db22d0e,3f216528,630,3f216000,630,135623,128
1684,403a4ecf,3f9394af,c0999581,3eb95810,3f800000,1000,3f800000,1000,135040,128
1685,3f661911,3e198937,c05ded29,3f03d70a,3f800000,1000,3f800000,1000,137374,131
1686,c02d8bd6,be8f559b,4116f5c3,3f0ccccd,00000000,0,00000000,0,139999,133
1687,40087400,3f160ebf,3e59ce07,3ef3b646,3f800000,1000,3f800000,1000,139124,132
1688,3e279bbb,bda54c98,4109dd2f,3ee872b0,00000000,0,00000000,0,135916,129
1689,bf81f0c3,bf3dfa44,40b6c56d,3f1645a2,00000000,0,00000000,0,137082,130
1690,bf5fe08b,3f379db2,408a0d1b,3de56042,00000000,0,00000000,0,136499,130
1691,3e4100e7,3f31a1cb,c0598adb,3f381062,3f800000,1000,3f800000,1000,136499,130
1692,3e457d18,3f817382,bf313a93,3dd4fdf4,3f800000,1000,3f800000,1000,137665,131
1693,3eae7ab7,bdc8e219,410df694,3d48b439,00000000,0,00000000,0,137665,131
1694,3f03daf9,3ed578d5,bf4fec57,3ef3b646,3f800000,1000,3f800000,1000,137082,130
1695,bf7e44fa,3f3e7382,c0070f28,3e89374c,3f197eab,600,3f198000,600,138248,131
1696,bf83419e,bdd381d8,40a9559b,3f160419,00000000,0,00000000,0,172081,165
1697,3fffa0f9,3f8d1206,403b559b,3f410625,3f800000,1000,3f800000,1000,138540,131
1698,c03172ef,bf17e910,c0dbf8a1,3e1fbe77,00000000,0,00000000,0,137665,130
1699,3f70be0e,3f16dc5d,c0c49a02,3f4ed917,3f800000,1000,3f800000,1000,136499,129
1700,bffe1d00,3e0902de,403d85f0,3ec624dd,00000000,0,00000000,0,137666,131
1701,bf143958,bece2d0e,40fda858,3e77ced9,00000000,0,00000000,0,136207,129
1702,bf0154ca,3f697f63,c0b84189,3ed4fdf4,3f800000,1000,3f800000,1000,135623,129
1703,3f930a91,3f53dcc6,40d3bb30,3f5645a2,3f800000,1000,3f800000,1000,137082,130
1704,be892f6f,be31b717,40403afb,3d1374bc,00000000,0,00000000,0,141457,133
1705,3f8e4841,3ee56bba,40a1d7dc,3ef3b646,3f800000,1000,3f800000,1000,137082,129
1706,c0472618,bf344f76,c0c1e76d,3ea7ef9e,00000000,0,00000000,0,137374,130
1707,3fc70f7c,3f5d999a,4033126f,3de978d5,3f800000,1000,3f800000,1000,137957,131
1708,bf88663c,bf0bc6a8,403e6cf4,3cbc6a7f,00000000,0,00000000,0,136207,129
1709,3fa4f0d8,3f48e48f,40aeff97,3e8e5604,3f800000,1000,3f800000,1000,136207,129
1710,bec331e4,3e22d42c,410a81d8,3f3df3b6,00000000,0,00000000,0,135624,128
1711,bfbd028a,bd3404ea,c0971412,3eaf1aa0,3e29ac37,166,3e2a4000,166,137666,130
1712,3f6538ef,3ecce076,40a97f63,3f06a7f0,3f24b155,643,3f24a000,643,136499,129
1713,3f835009,3e585bc0,c0ff9b3d,3c83126f,3f800000,1000,3f800000,1000,136207,130
1714,bf909f41,beeb50b1,c11a4952,3e4fdf3b,3f800000,1000,3f800000,1000,137374,130
1715,3f53f91e,3d9ff972,c11a75f7,3f028f5c,3f800000,1000,3f800000,1000,139415,133
1716,3f667382,3f356f00,40c292a3,3ea978d5,3f444918,767,3f442000,766,137082,130
1717,c04e4207,bf3b6042,c09acbfb,3eda9fbe,00000000,0,00000000,0,136791,129
1718,3f841206,3fb04a8c,41047bb3,3f6c49ba,3f800000,1000,3f800000,1000,135915,129
1719,bfc807dd,be911b71,40675a86,3d656042,00000000,0,00000000,0,142040,135
1720,bf05c3df,3f4dd3c3,41160e56,3ed78d50,00000000,0,00000000,0,137374,130
1721,c0195e9e,be03fe5d,3e314120,3d6d9168,00000000,0,00000000,0,137374,130
1722,403a708f,3fc28588,41099ad4,3d978d50,3f800000,1000,3f800000,1000,136498,129
1723,be4aff6d,bf2eef35,3fe2233a,3f7a1cac,00000000,0,00000000,0,137373,130
1724,c058afa3,bf2fe76d,410ec433,3f27ae14,00000000,0,00000000,0,138248,130
1725,bfdb4eba,bf35b8bb,c1183055,3ef3b646,3f6c4d44,923,3f6ca000,924,137082,130
1726,bf1fd220,3ee2d0e5,40e02196,3f1f7cee,00000000,0,00000000,0,136207,129
1727,397ba882,bec5bda5,40f448e9,3eb95810,00000000,0,00000000,0,137374,130
1728,bf37ced9,3f838106,40f947ae,3eb53f7d,00000000,0,00000000,0,136791,130
1729,3f47d806,3e6229c7,c10d85f0,3ea66666,3f800000,1000,3f800000,1000,136790,129
1730,3e77d417,3fb07382,c0fcbfb1,3f2b020c,3f800000,1000,3f800000,1000,135916,129
1731,bf89f2bb,bd1566cf,40b5ec57,3f7ced91,00000000,0,00000000,0,135916,128
1732,3f450332,3f7c0b78,3fe7f2e5,3f1ae148,3f800000,1000,3f800000,1000,135623,128
1733,bfe70996,bee74f0e,c0f888ce,3e1eb852,3f07f0a9,531,3f080000,531,137374,130
1734,3d09b520,bea6bb99,40a2ed91,3f581062,00000000,0,00000000,0,136499,129
1735,3f0ea5f8,3fc6ee63,410c7a78,3f40c49c,3f235682,638,3f230000,637,137373,129
1736,bf83851f,bf142268,c01b74bc,3f57ced9,3ce37dec,28,3ce5e000,28,135915,129
1737,3ebae3e7,3f9012d7,4042e148,3dd0e560,3f783a8d,970,3f784000,970,137082,130
1738,bef10a13,beadba5e,c07ab852,3f4ed917,3f121039,571,3f122000,571,135332,128
1739,3f2baf10,3f8f41f2,c0b04d01,3f3f3b64,3f800000,1000,3f800000,1000,134749,128
1740,be4c8de3,3e9b6e2f,c0861a37,3f2d4fdf,3f800000,1000,3f800000,1000,137082,130
1741,bfa2d235,be151eb8,4097eb85,3f5ae148,00000000,0,00000000,0,135332,128
1742,3e446738,3fa6e1b1,3c51b717,3f47ef9e,3f800000,1000,3f800000,1000,135624,129
1743,3ee346dc,3f3e84b6,40989100,3ee76c8b,3ee86252,454,3ee7e000,453,141166,134
1744,bdec02f3,bde0d1b7,3e84f766,3e449ba6,00000000,0,00000000,0,138249,131
1745,bda6defc,3fb1d07d,c0c81e4f,3eab851f,3f800000,1000,3f800000,1000,136790,130
1746,3f1cf41f,3f858e22,c0e0ea4b,3f0353f8,3f800000,1000,3f800000,1000,136790,129
1747,bf7cd0bb,be8798c8,c0dce632,3f11a9fc,3f535fa3,826,3f536000,826,136207,128
1748,bff0c7e3,be93a92a,3f8734d7,3e1db22d,00000000,0,00000000,0,136499,129
1749,3fa6a4a9,3fc4511a,c081db23,3f06a7f0,3f800000,1000,3f800000,1000,136207,129
1750,bf92031d,be9f15b5,c1022eb2,3f778d50,3f800000,1000,3f800000,1000,136208,129
1751,bf90ded3,beea43fe,408547ae,3f6fdf3b,00000000,0,00000000,0,136790,130
1752,bff225d9,bd4ca57a,40e9eecc,3ee76c8b,00000000,0,00000000,0,136207,129
1753,3ffd9be5,3f9913a9,c0c397f6,3f6978d5,3f800000,1000,3f800000,1000,135624,128
1754,bfa37bf2,3f0d3eab,c0f310cb,3f051eb8,3f800000,1000,3f800000,1000,135624,128
1755,bfe83f92,3d42c3ca,3f822681,3f6147ae,00000000,0,00000000,0,135624,128
1756,bf46f7e4,3e143fe6,40d8cf42,3f2f1aa0,00000000,0,00000000,0,135332,128
1757,bfe8de2b,3dcd70a4,c1020b78,3f0ac083,3f37c4b6,718,3f37c000,718,135916,128
1758,400316b1,3f69758e,40e38ef3,3e8a3d71,3f800000,1000,3f800000,1000,137082,130
1759,3f7ab9f5,3ecd1b71,c08e3127,3e8ac083,3f800000,1000,3f800000,1000,136207,129
1760,3e5e2ac3,3e97089a,4075c28f,3eeb020c,00000000,0,00000000,0,135915,129
1761,3ef1a4be,be8781d8,c015c5d6,3f1e353f,3f800000,1000,3f800000,1000,136207,129
1762,bf5a4a8c,be5b98c8,c086339c,3ec20c4a,3ec5daae,386,3ec62000,387,136499,130
1763,c02d95ff,bf0a49ba,bf0c63f1,3f189375,00000000,0,00000000,0,136790,130
1764,3fa0d79d,3f77a6b5,403c3127,3eec0831,3f800000,1000,3f800000,1000,135332,129
1765,be92f449,beb860aa,40f256d6,3f6f5c29,00000000,0,00000000,0,135915,128
1766,bf44ef89,3f88cf42,3e87fcb9,3ec00000,3f164546,587,3f162000,586,135915,128
1767,bd8fb00c,3fb90481,c0abba5e,3e1db22d,3f800000,1000,3f800000,1000,196874,189
1768,3d37bf1f,bc9b3d08,3f9154ca,3f4b4396,00000000,0,00000000,0,141457,134
1769,bf3cbe62,3c991687,403428f6,3f10624e,00000000,0,00000000,0,138540,131
1770,bfd4432d,3d753f7d,3fe7ae14,3eb74bc7,00000000,0,00000000,0,136790,130
1771,bff49f95,3db00d1b,c09ecb29,3f3ef9db,3de0808b,110,3de08000,110,136207,129
1772,c00fa1f5,be24b924,c0d9f55a,3d343958,3e035d67,128,3e040000,129,135623,128
1773,be960179,3f3c5aee,40ac6738,3d71a9fc,00000000,0,00000000,0,134748,128
1774,3fb8ef35,3f16e7d5,40d94f0e,3f2e978d,3f800000,1000,3f800000,1000,136790,130
1775,4013a733,3f43aace,c0395326,3e818937,3f800000,1000,3f800000,1000,136791,130
1776,3ff4894c,3fb002de,bfa2ca58,3f160419,3f800000,1000,3f800000,1000,135041,128
1777,3f9a25d9,3fcf8106,be2c56d6,3f04dd2f,3f800000,1000,3f800000,1000,135624,128
1778,bf7aa4fd,bebc8b44,c1053a2a,3e99999a,3f800000,1000,3f800000,1000,136207,129
1779,c0246738,be91e354,c11515b5,3db22d0e,3ed7cf60,422,3ed86000,423,136207,129
1780,bece464a,bcde00d2,c10ed35b,3e24dd2f,3f800000,1000,3f800000,1000,136499,129
1781,40166080,3f4cf5c3,c05722d1,3e2e147b,3f800000,1000,3f800000,1000,135040,128
1782,be960bf6,bf039a6b,c11ce5c9,3f0c0831,3f800000,1000,3f800000,1000,136207,129
1783,40261da8,3fc6d220,41187b4a,3ef9db23,3f800000,1000,3f800000,1000,136208,129
1784,3f8afd76,3ea55e9e,c1084120,3ea7ef9e,3f800000,1000,3f800000,1000,135915,129
1785,3dcec41e,3f1d8937,40300347,3d591687,3e5c848f,215,3e5c2000,215,135915,128
1786,4045cd60,3fbe9375,c0df2e49,3b83126f,3f800000,1000,3f800000,1000,135624,129
1787,400ddf65,3f7abe0e,4114f34d,3efae148,3f800000,1000,3f800000,1000,136499,129
1788,3fd2fa2f,3f337732,3d827525,3f29ba5e,3f800000,1000,3f800000,1000,135916,128
1789,bf699d88,3f4dab9f,3fd06c22,3f5851ec,3da01ff7,78,3d9f8000,78,135624,128
1790,bfa8cfc0,be8b6e2f,40b8ae7d,3f672b02,00000000,0,00000000,0,135332,128
1791,c017760c,bcbf7cee,c0a83c9f,3f3f7cee,00000000,0,00000000,0,141457,134
1792,bf4a6762,3f2a49ba,c0d4d1b7,3e9a1cac,3f800000,1000,3f800000,1000,138249,131
1793,3eb21ff3,bf07b15b,4112c28f,3f6b851f,00000000,0,00000000,0,137083,129
1794,bf355326,3f2d9e84,3fc507c8,3f589375,3dab8844,84,3dab2000,84,137374,131
1795,bf2c8f32,bf052fec,c08efb7f,3d99999a,3efd4f5b,495,3efd8000,495,136790,130
1796,c031a6b5,bed47fcc,410209d5,3d3c6a7f,00000000,0,00000000,0,136791,129
1797,bf278c00,3f48e076,40232ca5,3f70624e,3d0b0422,34,3d0b0000,34,136790,130
1798,bfd78c00,3efbbcd3,3f1bd3c3,3f604189,00000000,0,00000000,0,136499,129
1799,bfc80735,bee69446,40cda858,3f4b4396,00000000,0,00000000,0,137665,131
1800,3ef87161,be599653,4102fc50,3e947ae1,00000000,0,00000000,0,137082,130
1801,c026656b,bf1b566d,40b5c433,3f076c8b,00000000,0,00000000,0,137374,130
1802,bfa9b281,bf25cc64,c0c51b71,3f6a7efa,3f0eb4ea,557,3f0ec000,558,136207,129
1803,3f662cba,3f1bde6a,bf1a43fe,3f0dd2f2,3f800000,1000,3f800000,1000,135624,128
1804,bffa786c,bd7c84b6,c046bb99,3f5645a2,00000000,0,00000000,0,136790,129
1805,be43cf2d,be56b1c4,c0803c9f,3efae148,3f31d94e,695,3f31e000,695,136207,129
1806,3f9dbf48,3f1a8c15,408d5a86,3d916873,3f800000,1000,3f800000,1000,136499,129
1807,404b5a32,3fc0c227,406cf0d8,3f610625,3f800000,1000,3f800000,1000,137082,129
1808,3f6bbecb,3f53fb16,411c6388,3ddb22d1,3e5ad819,214,3e5a4000,213,135624,128
1809,3eb84f4c,3f2a49ba,3f3ecbfb,3ef33333,3f7fff43,1000,3f7fe000,1000,136207,129
1810,4041e796,3fad9097,4112e2eb,3df5c28f,3f800000,1000,3f800000,1000,141166,133
1811,bf56be38,3ef8b439,40e72fec,3f020c4a,00000000,0,00000000,0,137082,129
1812,4030f228,3f7eca58,410bf9db,3ee2d0e5,3f800000,1000,3f800000,1000,137665,130
1813,bec18937,3f0e240b,c053be77,3ead0e56,3f75c56e,960,3f75c000,960,136790,130
1814,3f809a02,3f58d4fe,4083b15b,3f68f5c3,3f800000,1000,3f800000,1000,136499,129
1815,3fc11687,3ea01893,3ffaca58,3e656042,3f800000,1000,3f800000,1000,138832,131
1816,bfe13e81,3e8ad917,c11073eb,3d8d4fdf,3f800000,1000,3f800000,1000,138540,132
1817,bf86f73c,3eca617c,4029eecc,3f0872b0,00000000,0,00000000,0,138248,131
1818,3fdd31ba,3f3fb574,4116f838,3da9fbe7,3f800000,1000,3f800000,1000,137082,130
1819,bdf9335d,3bcc63f1,c113bb99,3c343958,3f800000,1000,3f800000,1000,136790,130
1820,3fa90abb,3eb40347,c116e560,3f0a7efa,3f800000,1000,3f800000,1000,135624,129
1821,3f6bb59e,3e0b1f8a,403c4d01,3f3e353f,3f624a08,884,3f624000,884,136790,130
1822,3fd894c4,3fc2adac,40f26738,3f441893,3f800000,1000,3f800000,1000,137957,131
1823,3f59ffd6,bd12f1aa,40ee1ff3,3f6ccccd,00000000,0,00000000,0,135915,128
1824,3fa50332,3ef8fc50,c0ae4189,3e8fdf3b,3f800000,1000,3f800000,1000,135623,128
1825,bdd197a2,3fbee632,3fcb3333,3e0c49ba,3f800000,1000,3f800000,1000,135915,128
1826,3ff3dc48,3f1b6113,c024154d,3b449ba6,3f800000,1000,3f800000,1000,135915,129
1827,3f1eb463,3ed98937,c0ebd567,3f5e76c9,3f800000,1000,3f800000,1000,135916,129
1828,3fa6b65b,3f8b837b,c0c87525,3ee76c8b,3f800000,1000,3f800000,1000,135041,128
1829,c053f77b,bf38eb1c,40b887fd,3ec49ba6,00000000,0,00000000,0,137082,130
1830,bfbd805e,3e87ae14,3fc60aa6,3f78d4fe,00000000,0,00000000,0,136499,129
1831,bed67770,bd8e9100,c102c63f,3f10a3d7,3f800000,1000,3f800000,1000,136499,129
1832,c00419e3,bedf3190,40f97cee,3f78d4fe,00000000,0,00000000,0,136499,130
1833,3fb8850a,3f9fef35,c0e18034,3e91eb85,3f800000,1000,3f800000,1000,135624,128
1834,3fe0de2b,3fa3d6a1,c0a37a78,3f27ae14,3f800000,1000,3f800000,1000,135040,128
1835,3f62641b,3f25e9e2,c038f766,3f7eb852,3f800000,1000,3f800000,1000,135623,128
1836,bfd8f909,3e2e4f76,40529446,3f439581,00000000,0,00000000,0,135624,129
1837,bff37de9,3e30e8a7,40a55254,3dfdf3b6,00000000,0,00000000,0,136207,129
1838,3eee978d,3fae10cb,41051893,3f50a3d7,3ede2406,434,3edde000,433,136499,130
1839,bf932df5,be228f5c,c016a4a9,3da3d70a,00000000,0,00000000,0,142041,135
1840,3fdde93a,3f9b7c85,401e1134,3f46e979,3f800000,1000,3f800000,1000,140290,133
1841,3f7e4e27,3f5a7fcc,410a2b02,3e810625,3f0ce4bc,550,3f0cc000,550,136791,129
1842,bf9cb72c,3ec8779a,c0cbe910,3f076c8b,3f75c9c1,960,3f75c000,960,136207,129
1843,be5bd513,bd716873,c0145a1d,3d0b4396,3eaaa64d,333,3eaac000,333,137374,130
1844,c01c4ab6,bdbfc505,c118e426,3f35c28f,3f1709fc,590,3f174000,591,137082,130
1845,be5db22d,bf3b3f7d,bf369446,3f208312,3dd29671,103,3dd2a000,103,136790,129
1846,3eca2878,3fbd1893,4068bc6a,3f6b851f,3f800000,1000,3f800000,1000,136791,130
1847,bf9adf50,bea12d77,4111eab3,3e8e5604,00000000,0,00000000,0,135915,129
1848,bf963fbc,3f159724,3e86a7f0,3d9ba5e3,00000000,0,00000000,0,135916,129
1849,c00683e4,3e68c155,4117f5c3,3f2353f8,00000000,0,00000000,0,137082,130
1850,3db7bf1f,be9a5604,c0cf7f63,3e9fbe77,3f800000,1000,3f800000,1000,136498,129
1851,bfdec95c,bcef0069,40b87ae1,3f63126f,00000000,0,00000000,0,137373,131
1852,bed91149,3f852d77,3d93dd98,3ed16873,3f45b759,772,3f45a000,772,136207,130
1853,4022186a,3fa8cbfb,411d5e35,3f558106,3f800000,1000,3f800000,1000,136207,129
1854,c01dbab2,bf0def9e,bf9b8ef3,3f39999a,00000000,0,00000000,0,135915,129
1855,bfcc3bf7,bf05ba5e,c1184189,3ea147ae,3f777271,967,3f778000,967,137082,130
1856,3e98e4b8,3ef69c78,40eb9db2,3f4ccccd,00000000,0,00000000,0,136499,129
1857,400cadac,3f5fc361,c072147b,3f3374bc,3f800000,1000,3f800000,1000,136207,129
1858,3f02eb1c,3f4e51ec,c03cc986,3cdd2f1b,3f800000,1000,3f800000,1000,137374,130
1859,3ee4a383,3ea4c155,c05d652c,3f4c8b44,3f800000,1000,3f800000,1000,135915,129
1860,bebecd4b,3e9a48e9,3fc5f3b6,3be56042,00000000,0,00000000,0,136499,130
1861,40218202,3f58fd22,40ba7c85,3f2147ae,3f800000,1000,3f800000,1000,137082,130
1862,3f96b11c,3f19f141,bfbf0a3d,3f445a1d,3f800000,1000,3f800000,1000,137374,131
1863,bfafe521,bf2c3e42,40f54396,3e6147ae,00000000,0,00000000,0,175874,168
1864,3f6888f8,bdca0903,411097f6,3f800000,00000000,0,00000000,0,140873,133
1865,be5205bc,3f4b6c8b,c09c7525,3df5c28f,3f800000,1000,3f800000,1000,139124,132
1866,c01e602d,bd45119d,c0dcdd2f,3f649ba6,3dea304b,114,3deb0000,115,137666,131
1867,3fb84ff4,3f2beecc,c012353f,3f028f5c,3f800000,1000,3f800000,1000,137373,131
1868,be6ab8a6,3d193dd9,beda1cac,3f09374c,3d8e02c9,69,3d8e0000,69,136207,129
1869,40059e84,3f2f93de,3fc18fc5,3f33b646,3f800000,1000,3f800000,1000,135915,129
1870,3f31af3a,3f10161e,c0c288ce,3f46e979,3f800000,1000,3f800000,1000,135916,128
1871,3dde353f,be6e00d2,c0876f00,3f40c49c,3f7f87ac,998,3f7f8000,998,137374,130
1872,40063a2a,3f73288d,c10b205c,3f7eb852,3f800000,1000,3f800000,1000,139416,132
1873,bfde5de1,bf104745,4108faad,3e0d4fdf,00000000,0,00000000,0,139999,133
1874,bf9bd902,3e8ffcb9,40142f83,3eec8b44,00000000,0,00000000,0,138832,132
1875,4025f213,3f6c87fd,401b8ef3,3ddf3b64,3f800000,1000,3f800000,1000,137957,131
1876,3f0346dc,3f757660,c003b646,3f2c0831,3f800000,1000,3f800000,1000,137957,131
1877,bfa1d53d,3eb8af4f,c0df1aa0,3c656042,3f7805fb,969,3f782000,969,137665,131
1878,403a1188,3fc2f2e5,4085e0df,3ee24dd3,3f800000,1000,3f800000,1000,136499,130
1879,3fd15d4f,3fae0275,c0d7a92a,3f4872b0,3f800000,1000,3f800000,1000,135916,129
1880,3d7a58f7,bf169c78,4106e0df,3f400000,00000000,0,00000000,0,137374,130
1881,3e1143bf,bd835a86,c11fe1b1,3f27ef9e,3f800000,1000,3f800000,1000,136790,130
1882,bf182fd7,beb919ce,bf971de7,3f208312,00000000,0,00000000,0,137082,130
1883,3f264303,3fa32ca5,40760903,3f70624e,3f800000,1000,3f800000,1000,137957,131
1884,c016c227,be2f34d7,409df55a,3eb74bc7,00000000,0,00000000,0,136790,130
1885,3d18f1d4,3f36a305,3d9ba5e3,3ef3b646,3f3e9a78,745,3f3ea000,745,137374,130
1886,bfaf78ff,3f12ded3,407f6ae8,3ecfdf3b,00000000,0,00000000,0,136498,130
1887,3f899c39,3d958e22,c042d773,3f2c0831,3f800000,1000,3f800000,1000,142916,136
1888,3fa243fe,3fa774bc,c0924745,3e839581,3f800000,1000,3f800000,1000,137374,130
1889,bf416484,be3afb7f,bff072b0,3e0b4396,00000000,0,00000000,0,137374,130
1890,3eeaf790,3e4d7732,c0146c22,3ef22d0e,3f800000,1000,3f800000,1000,137957,131
1891,bfcca622,befd1687,c04c9375,3d8d4fdf,00000000,0,00000000,0,137082,130
1892,3f83b257,3fab66cf,bf9eecc0,3e3c6a7f,3f800000,1000,3f800000,1000,136499,129
1893,c030f4c7,bf26daba,c10a9db2,3f276c8b,3e86540c,262,3e866000,262,137666,130
1894,3cd013a9,3fc1cf42,3fbfc505,3e89374c,3f800000,1000,3f800000,1000,136790,129
1895,bf6d527e,bf2341f2,c073e0df,3f649ba6,3ea9d304,332,3ea9e000,332,137957,131
1896,405d4174,3fcb6595,40ccbe0e,3c54fdf4,3f800000,1000,3f800000,1000,137957,130
1897,bf44eb9a,3dc339c1,bf8eecc0,3f33f7cf,00000000,0,00000000,0,135916,129
1898,40210a13,3fb593de,c10d26e9,3ed89375,3f800000,1000,3f800000,1000,135624,129
1899,3fd0b0f2,3f72c083,3fcb8bac,3f6c8b44,3f800000,1000,3f800000,1000,135915,129
1900,be7111f1,3fa475f7,4006f9db,3e79db23,3f34144f,703,3f342000,704,135915,129
1901,bee69835,be4c2f83,c0cbb646,3d6d9168,3f724d2d,946,3f726000,947,136207,129
1902,bf427675,3f2ad917,c056594b,3e4fdf3b,3f5d2e06,864,3f5d4000,864,136207,129
1903,bfaf7660,3ecc816f,40b77b4a,3f25e354,00000000,0,00000000,0,136499,129
1904,bf2a1dfc,3f30b924,bd896bba,3e24dd2f,3eaca6db,337,3eaca000,337,135332,128
1905,bed923a3,3f870000,3feae148,3ed78d50,3ef01cac,469,3ef00000,469,136208,129
1906,3f4c6e6e,3c8a57a8,c0b92618,3ef33333,3f800000,1000,3f800000,1000,136207,129
1907,404aae7d,3fbb013b,3e32fec5,3f0e5604,3f800000,1000,3f800000,1000,137082,129
1908,3fc85faf,3fa3e219,400bf141,3ed70a3d,3f800000,1000,3f800000,1000,137082,130
1909,bee3a29c,3d7765fe,40d09ad4,3ef53f7d,00000000,0,00000000,0,135332,129
1910,4011ce5b,3f7f645a,3f9779a7,3dd2f1aa,3f800000,1000,3f800000,1000,134749,128
1911,c01293f3,bebb9c0f,40b973eb,3e808312,00000000,0,00000000,0,143207,137
1912,bf04d014,bda81d7e,40916ae8,3efae148,00000000,0,00000000,0,136499,130
1913,c014ff97,bf16985f,c0aad0e5,3e828f5c,00000000,0,00000000,0,137082,129
1914,c0400cc8,bf237dbf,4101068e,3e4ed917,00000000,0,00000000,0,136499,129
1915,bfb0c88a,befe48e9,c0ae902e,3f7db22d,3ed2278e,410,3ed28000,411,141165,134
